Baugruppennummer,Primary Text,id,isHeading,parentBinding,module,Artifact Type
"=""0000""","Richtlinien und Leistungen für Planung, Bau und Nutzung",11790,false,"",12505,Baugruppe
"=""0000""",Grundsätze der Bauabwicklung,7210,false,11790,12505,Baugruppe
"=""0000""",Technische Vorschriften für Bau/Arbeitssicherheit,10460,false,7210,12505,Baugruppe
"=""0001""",Bauvorschrift (BV),11262,false,10460,12505,Baugruppe
"=""0002""","Gesetze, Vorschriften, Richtlinien außerhalb der BV",6713,false,10460,12505,Baugruppe
"=""0003""",Änderungen und Ergänzungen zu den Vorschriften,10118,false,10460,12505,Baugruppe
"=""0004""",Ausnahmen von Vorschriften der Arbeitssicherheit,7433,false,10460,12505,Baugruppe
"=""0005""",Baubeschreibung,8859,false,10460,12505,Baugruppe
"=""0006""","Berechnungen, Zeichnungen, Berichte",7132,false,10460,12505,Baugruppe
"=""0007""","Baugruppen- und Typnummern-Verzeichnis, Sachregister",11859,false,10460,12505,Baugruppe
"=""0008""","Bezeichnungen der Akten, Berichte und Zeichnungen",11549,false,10460,12505,Baugruppe
"=""0009""",Dokumentation und Klassifizierung der Vorschriften,9915,false,10460,12505,Baugruppe
"=""0010""",Planungs- und Entwurfsgrundsätze,11725,false,7210,12505,Baugruppe
"=""0011""",Typeneigenschaften des Schiffes,11628,false,11725,12505,Baugruppe
"=""0012""","Koordinierung der Anlagen im Schiff, Raumaufteilung",9352,false,11725,12505,Baugruppe
"=""0013""","Kampfwert, Einsatz",11928,false,11725,12505,Baugruppe
"=""0015""","Materialerhaltung, Lebensdauer",10490,false,11725,12505,Baugruppe
"=""0016""","Betriebsweise, Bedienung und Rollenplan",9326,false,11725,12505,Baugruppe
"=""0017""",Rettung und Sicherheit,10130,false,11725,12505,Baugruppe
"=""0018""",Termin- und Kostenplanung,11353,false,11725,12505,Baugruppe
"=""0019""",Bau- und Fertigungsplanung,10804,false,11725,12505,Baugruppe
"=""0020""",Konstruktions- und Fertigungsgrundsätze,8524,false,7210,12505,Baugruppe
"=""0021""",Konstruktion und Berechnung,9261,false,8524,12505,Baugruppe
"=""0022""","Fertigungsgrundsätze, Toleranzen",9888,false,8524,12505,Baugruppe
"=""0023""","Montage, Transportwege für Montage",8629,false,8524,12505,Baugruppe
"=""0024""",Werkstoffe,7072,false,8524,12505,Baugruppe
"=""0025""",Gewicht und Raumbedarf,10127,false,8524,12505,Baugruppe
"=""0026""","Schwingungen, Geräusche, Erschütterungen",7886,false,8524,12505,Baugruppe
"=""0027""",Sicherheitsmaßnahmen,10450,false,8524,12505,Baugruppe
"=""0028""",Instandsetzungsfreundlichkeit,7283,false,8524,12505,Baugruppe
"=""0029""","Modell als Montage-, Bauausführ- und Konstr.-Hilfe",12444,false,8524,12505,Baugruppe
"=""0030""",Technisch-wirtschaftliche Grundsätze,11913,false,7210,12505,Baugruppe
"=""0031""",Bauabwicklung,7805,false,11913,12505,Baugruppe
"=""0032""",Kosten,10093,false,11913,12505,Baugruppe
"=""0033""",Termine,12376,false,11913,12505,Baugruppe
"=""0034""",Geheimhaltungsverpflichtung,11286,false,11913,12505,Baugruppe
"=""0035""",Patentverwendung,8687,false,11913,12505,Baugruppe
"=""0036""",Ersatzteilbeschaffung,11600,false,11913,12505,Baugruppe
"=""0037""",Aufträge an Unterlieferanten,12438,false,11913,12505,Baugruppe
"=""0038""",Gewährleistung,8275,false,11913,12505,Baugruppe
"=""0040""",Grundsätze für Herstellung der Versorgungsreife,11201,false,7210,12505,Baugruppe
"=""0041""",Versorgungsgüter,8662,false,11201,12505,Baugruppe
"=""0042""",Vereinheitlichung der Ausrüstung,7230,false,11201,12505,Baugruppe
"=""0043""",Austausch von Ersatzteilen und Austauschgeräten,7647,false,11201,12505,Baugruppe
"=""0044""","Verpackung, Lagerung der Versorgungsgüter",11332,false,11201,12505,Baugruppe
"=""0045""",Lagerung und Transport im Schiff,12330,false,11201,12505,Baugruppe
"=""0046""","Übern. und Abgabe von Geräten, Verbr.-Stoffen, Strom",10443,false,11201,12505,Baugruppe
"=""0047""",Betriebsvorschriften,11877,false,11201,12505,Baugruppe
"=""0048""",Persönliche Effekten,11229,false,11201,12505,Baugruppe
"=""0050""",Vorgaben und Forderungen,9638,false,7210,12505,Baugruppe
"=""0051""",Grundsätze für die Hefte der BV,8063,false,9638,12505,Baugruppe
"=""0052""",Umweltbedingungen,9479,false,9638,12505,Baugruppe
"=""0060""",Änderungen und Ergänzungen,11720,false,7210,12505,Baugruppe
"=""0061""",Änderungsanträge/-vorschläge,10484,false,11720,12505,Baugruppe
"=""0062""","Änderung von Gewichten, Verdrängungen",10772,false,11720,12505,Baugruppe
"=""0063""",Änderung der Termine,12180,false,11720,12505,Baugruppe
"=""0064""",Durchführungen der Änderungen,10799,false,11720,12505,Baugruppe
"=""0065""",Gewährleistung bei Änderungen und Ergänzungen,8999,false,11720,12505,Baugruppe
"=""0066""",Preisänderungen,11451,false,11720,12505,Baugruppe
"=""0070""","Qualitätssicherung, Kosten- und Terminkontrolle",11618,false,7210,12505,Baugruppe
"=""0071""",Qualitätssicherung,10135,false,11618,12505,Baugruppe
"=""0074""",Kontrolle der Preise,7674,false,11618,12505,Baugruppe
"=""0075""",Kontrolle der Termine,9290,false,11618,12505,Baugruppe
"=""0080""","Marineflieger, Anlagen und Geräte",6963,false,7210,12505,Baugruppe
"=""0090""",Zusammenfassung aller Arbeiten für die Bauabwicklung,8971,false,7210,12505,Baugruppe
"=""0091""",Konstruktion,10944,false,8971,12505,Baugruppe
"=""0092""",Bau,9242,false,8971,12505,Baugruppe
"=""0093""","Qualitätssicherung, Firmenversuche",8032,false,8971,12505,Baugruppe
"=""0094""",Kostenkontrolle,9619,false,8971,12505,Baugruppe
"=""0095""",Terminkontrolle,11582,false,8971,12505,Baugruppe
"=""0100""","Auslegung, Berechnung, Baugrundsätze",8197,false,11790,12505,Baugruppe
"=""0100""",Schiffsform und -kenngrößen,9847,false,8197,12505,Baugruppe
"=""0101""",Schiffslinien und Hauptabmessungen,9454,false,9847,12505,Baugruppe
"=""0102""",Formkurvenblatt und a. formabhängige Kenngrößen,12150,false,9847,12505,Baugruppe
"=""0103""","Pantokarenen Glattwasser und Seegang, Hebelarmkurven",6762,false,9847,12505,Baugruppe
"=""0104""","Trimmtafel, Trimmtabelle, Trimmpolygon",8924,false,9847,12505,Baugruppe
"=""0105""",Winddruckdiagramm,6829,false,9847,12505,Baugruppe
"=""0106""",Eisansatzdiagramm,6601,false,9847,12505,Baugruppe
"=""0107""",Tankpantokarenen,7721,false,9847,12505,Baugruppe
"=""0108""",Raumkurvenblatt/Tankinhalte,6982,false,9847,12505,Baugruppe
"=""0109""",Leckrechnung,11019,false,9847,12505,Baugruppe
"=""0110""","Zeichnungen, Gesamtpläne (Entwürfe)",9161,false,8197,12505,Baugruppe
"=""0111""",Generalplan,12041,false,9161,12505,Baugruppe
"=""0112""",Stahlplan,11056,false,9161,12505,Baugruppe
"=""0113""",Massplan,6577,false,9161,12505,Baugruppe
"=""0114""","Bunker-, Tank- und Zellenplan",10406,false,9161,12505,Baugruppe
"=""0115""",Sektions- und Baufolgeplan,8660,false,9161,12505,Baugruppe
"=""0116""",Druckhöhen- und Belastungsplan,12306,false,9161,12505,Baugruppe
"=""0117""",Schräglagen,11626,false,9161,12505,Baugruppe
"=""0118""",Abteilungsplan,7521,false,9161,12505,Baugruppe
"=""0119""",Ausfahrgeräte Konfiguration,9188,false,9161,12505,Baugruppe
"=""0120""",EMV und Schutz gegen (N)EMP und Blitzschlag,11449,false,8197,12505,Baugruppe
"=""0121""","Unterlagen, Vorschriften, Bezugsdokumente",11625,false,11449,12505,Baugruppe
"=""0122""",Organisatorische Maßnahmen,11273,false,11449,12505,Baugruppe
"=""0123""","EMV Analyse,(N)EMP/Blitzschlag-Wirkungsanalyse",10371,false,11449,12505,Baugruppe
"=""0124""",Maßnahmen zur Sicherstellung der EMV,10979,false,11449,12505,Baugruppe
"=""0125""",Maßnahmen zum Schutz gegen (N)EMP und Blitzschlag,8054,false,11449,12505,Baugruppe
"=""0127""",Funktionelle Einschränkungen,7381,false,11449,12505,Baugruppe
"=""0128""",Prüfpläne,10285,false,11449,12505,Baugruppe
"=""0130""",Grundsätze beim Bau von Schiffen,9088,false,8197,12505,Baugruppe
"=""0131""",Sektionsbau,12318,false,9088,12505,Baugruppe
"=""0133""",Modulare Bauweise,9009,false,9088,12505,Baugruppe
"=""0134""",Containerisierung,11867,false,9088,12505,Baugruppe
"=""0135""",Integration Container an Bord,7062,false,9088,12505,Baugruppe
"=""0140""",Schiffsbewegungen im Seegang,8209,false,8197,12505,Baugruppe
"=""0141""",Rechnersimulation zum Seeverhalten,9410,false,8209,12505,Baugruppe
"=""0142""",Modellversuche zum Seeverhalten,8468,false,8209,12505,Baugruppe
"=""0144""",Messungen an Bord,10197,false,8209,12505,Baugruppe
"=""0149""",Prüfungen und Nachweise,7257,false,8209,12505,Baugruppe
"=""0150""",Ergonomie,7765,false,8197,12505,Baugruppe
"=""0151""",Bedienung und Überwachung,10875,false,7765,12505,Baugruppe
"=""0152""",Wartungs- und Reparaturräume,7285,false,7765,12505,Baugruppe
"=""0153""",Unterbringung der Besatzung,8130,false,7765,12505,Baugruppe
"=""0154""",Ausstattung der Besatzungsräume,7644,false,7765,12505,Baugruppe
"=""0155""",Freizeitausstattung für die Besatzung,8318,false,7765,12505,Baugruppe
"=""0160""",Umweltschutz,8844,false,8197,12505,Baugruppe
"=""0161""",Umweltverträglichkeitsanalyse,7324,false,8844,12505,Baugruppe
"=""0170""","Montage, Verkehrs- und Fluchtwege",10300,false,8197,12505,Baugruppe
"=""0171""",Sektionsbau,8360,false,10300,12505,Baugruppe
"=""0172""",Austauschbarkeit,11899,false,10300,12505,Baugruppe
"=""0173""","Montagewegepläne, Montageaugenplan",8274,false,10300,12505,Baugruppe
"=""0174""",Ein- und Ausbauwegepläne,7295,false,10300,12505,Baugruppe
"=""0175""",Verkehrswegeplan,11104,false,10300,12505,Baugruppe
"=""0176""",Fluchtwegeplan,11604,false,10300,12505,Baugruppe
"=""0177""",Sicherheitsleitsystem,12089,false,10300,12505,Baugruppe
"=""0180""",Gewichte und ihre Erfassung,10825,false,8197,12505,Baugruppe
"=""0181""","Gewichtsvoranschlag, Gewichtslisten",11315,false,10825,12505,Baugruppe
"=""0182""",Verdrängungsvoranschlag,10476,false,10825,12505,Baugruppe
"=""0183""",Gewichtsnachweis,7412,false,10825,12505,Baugruppe
"=""0184""",Verdrängungsnachweis,11510,false,10825,12505,Baugruppe
"=""0185""",Verwiegen,12012,false,10825,12505,Baugruppe
"=""0186""",Konstruktionsreserve,12469,false,10825,12505,Baugruppe
"=""0187""",Baureserve,10954,false,10825,12505,Baugruppe
"=""0188""",Indiensthaltungsreserve,9229,false,10825,12505,Baugruppe
"=""0189""",Gewichtsersatz für noch nicht eingebaute Teile,11162,false,10825,12505,Baugruppe
"=""0190""",Stapellauf,10444,false,8197,12505,Baugruppe
"=""0191""",Kiellegungsplan,9103,false,10444,12505,Baugruppe
"=""0192""",Toleranzpläne,10320,false,10444,12505,Baugruppe
"=""0193""",Pallenanordnung,8912,false,10444,12505,Baugruppe
"=""0194""",Stapellauf-Übersicht,10597,false,10444,12505,Baugruppe
"=""0195""",Stapellauf-Diagramm,7006,false,10444,12505,Baugruppe
"=""0196""",Andere Berechnungen,10578,false,10444,12505,Baugruppe
"=""0197""",Stapellauf-Auswertung,8483,false,10444,12505,Baugruppe
"=""0200""","Technische/physikalische. Grundlagen zur Auslegung von Bauelementen, Geräten und Fundamenten",8509,false,11790,12505,Baugruppe
"=""0200""",Überblick,7169,false,8509,12505,Baugruppe
"=""0201""",Voruntersuchungen,9987,false,7169,12505,Baugruppe
"=""0220""",Rohrleitungen und Armaturen,7393,false,8509,12505,Baugruppe
"=""0221""",Rohrleitungen und Armaturen für Wasser,11382,false,7393,12505,Baugruppe
"=""0222""","Rohrleitungen und Armaturen für Kraft-, Schmier-, und ähnliche Betriebsst.",11729,false,7393,12505,Baugruppe
"=""0225""","Rohrleitungen und Armaturen für Dampf, Technische Gase",7727,false,7393,12505,Baugruppe
"=""0226""",Rohrleitungen und Armaturen für Druckluft,7539,false,7393,12505,Baugruppe
"=""0227""",Rohrleitungen und Armaturen für sonstige Medien,7185,false,7393,12505,Baugruppe
"=""0228""","Rohrleitungen und Armaturen für Sicherheitseinrichtung von Bunkern, Tanks, Zellen, Behältern und Munitionskammern",9865,false,7393,12505,Baugruppe
"=""0230""",Schocksicherheit,11145,false,8509,12505,Baugruppe
"=""0231""",Forderungen,11901,false,11145,12505,Baugruppe
"=""0232""",Nachweise Schiff,11543,false,11145,12505,Baugruppe
"=""0233""",Nachweise Geräte/Anlagen,12361,false,11145,12505,Baugruppe
"=""0240""",Vibrationssicherheit,10550,false,8509,12505,Baugruppe
"=""0241""",Forderungen,9311,false,10550,12505,Baugruppe
"=""0242""",Nachweise,9574,false,10550,12505,Baugruppe
"=""0270""",Informationssicherheit,10876,false,8509,12505,Baugruppe
"=""0280""",Standkrafterhöhende Maßnahmen,8526,false,8509,12505,Baugruppe
"=""0281""",Anforderungsstufen für standkrafterhöhende Maßnahmen,12011,false,8526,12505,Baugruppe
"=""0300""","Werkstoffe, Betriebsstoffe, Verbrauchsstoffe",12108,false,11790,12505,Baugruppe
"=""0300""",Allgemeine Richtlinien,11047,false,12108,12505,Baugruppe
"=""0301""",Voruntersuchungen,8673,false,11047,12505,Baugruppe
"=""0302""",Gefahrstoffverordnung (GefStoffV),10625,false,11047,12505,Baugruppe
"=""0303""",Chemikalienverbotsverordnung (ChemVerbotsV),10718,false,11047,12505,Baugruppe
"=""0304""",EG-Sicherheitsdatenblätter/Betriebsanweisungen,7526,false,11047,12505,Baugruppe
"=""0305""",Gefahrartikel-Datenbank der Bundeswehr (GefADa),7389,false,11047,12505,Baugruppe
"=""0310""",Stahl,8620,false,12108,12505,Baugruppe
"=""0311""",Walzmaterial,12214,false,8620,12505,Baugruppe
"=""0312""",Guß,7725,false,8620,12505,Baugruppe
"=""0313""",Schmiedematerial,8982,false,8620,12505,Baugruppe
"=""0319""",Auszuschließendes Material,11889,false,8620,12505,Baugruppe
"=""0320""",Nichteisenmetalle,10673,false,12108,12505,Baugruppe
"=""0321""",Walzmaterial,10853,false,10673,12505,Baugruppe
"=""0322""",Guß,8176,false,10673,12505,Baugruppe
"=""0323""",Schmiedematerial,10050,false,10673,12505,Baugruppe
"=""0329""",Auszuschließendes Material,11789,false,10673,12505,Baugruppe
"=""0330""",Holz und Holzprodukte,11039,false,12108,12505,Baugruppe
"=""0331""",Massivholz,10579,false,11039,12505,Baugruppe
"=""0332""",Tischlerplatten und Sperrholz,10113,false,11039,12505,Baugruppe
"=""0333""",Spanplatten,7045,false,11039,12505,Baugruppe
"=""0334""",Beschichtete Platten,9753,false,11039,12505,Baugruppe
"=""0339""",Auszuschließendes Material,7445,false,11039,12505,Baugruppe
"=""0340""",Gummi,7797,false,12108,12505,Baugruppe
"=""0341""",Gummi z.B. Schwingungsdämpfer,11799,false,7797,12505,Baugruppe
"=""0342""",Gummi mit Gewebeeinlage,11283,false,7797,12505,Baugruppe
"=""0343""",Gummi für Beläge,6866,false,7797,12505,Baugruppe
"=""0344""",Gummi für Schürzen der Luftkissenfahrzeuge,7661,false,7797,12505,Baugruppe
"=""0345""",Gummi für Kompensatoren,9127,false,7797,12505,Baugruppe
"=""0349""",Auszuschließendes Material,7642,false,7797,12505,Baugruppe
"=""0350""",Kunststoffe,10382,false,12108,12505,Baugruppe
"=""0351""",Kunststoffe allgemein,9222,false,10382,12505,Baugruppe
"=""0352""",Nichtmetallische Verbundwerkstoffe,7317,false,10382,12505,Baugruppe
"=""0353""",Klebestoffe,11786,false,10382,12505,Baugruppe
"=""0355""",Glasfaserverstärkte Kunststoffe,8023,false,10382,12505,Baugruppe
"=""0356""",Kohlenstoffaserverstärkte Kunststoffe,10605,false,10382,12505,Baugruppe
"=""0359""",Auszuschließendes Material,10203,false,10382,12505,Baugruppe
"=""0360""",Keramische Stoffe und Glas,6961,false,12108,12505,Baugruppe
"=""0361""",Porzellan,11665,false,6961,12505,Baugruppe
"=""0362""",Steingut,9685,false,6961,12505,Baugruppe
"=""0363""",Steinzeug,10065,false,6961,12505,Baugruppe
"=""0366""",Gläser,10147,false,6961,12505,Baugruppe
"=""0367""",Glasgespinst,10555,false,6961,12505,Baugruppe
"=""0369""",Auszuschließendes Material,11366,false,6961,12505,Baugruppe
"=""0370""","Brenn-, Kraft-, Schmier- und ähnliche Betriebsstoffe",7571,false,12108,12505,Baugruppe
"=""0371""",Betriebsstoffliste,12119,false,7571,12505,Baugruppe
"=""0372""",Garantiebetriebsstoffplan (Betriebsstoffqualität),7400,false,7571,12505,Baugruppe
"=""0379""",Auszuschließendes Material,11278,false,7571,12505,Baugruppe
"=""0380""","Dämmstoffe, Dichtungen und Packungen",10907,false,12108,12505,Baugruppe
"=""0381""",Dämmstoffe gegen Wärme und Kälte,7733,false,10907,12505,Baugruppe
"=""0382""",Dämmstoffe gegen Schall,10683,false,10907,12505,Baugruppe
"=""0385""",Dichtungen,8913,false,10907,12505,Baugruppe
"=""0387""",Packungen,10961,false,10907,12505,Baugruppe
"=""0389""",Auszuschließendes Material,8651,false,10907,12505,Baugruppe
"=""0390""","Anstrich-, Konservierungs- und Imprägniermittel",6757,false,12108,12505,Baugruppe
"=""0391""","Überwasseranstriche, -beschichtungen",9491,false,6757,12505,Baugruppe
"=""0392""","Unterwasseranstriche, -beschichtungen",12164,false,6757,12505,Baugruppe
"=""0393""","Innenanstriche, -beschichtungen",8219,false,6757,12505,Baugruppe
"=""0394""",Verzinkung,9165,false,6757,12505,Baugruppe
"=""0395""",Pulverauftrag,10115,false,6757,12505,Baugruppe
"=""0396""","Eloxierung, Alumetierung, Kadmierung",11610,false,6757,12505,Baugruppe
"=""0397""","Grundierungen, Imprägnierungen",11263,false,6757,12505,Baugruppe
"=""0398""",Materialvorbehandlungen,7133,false,6757,12505,Baugruppe
"=""0399""",Auszuschließendes Material,8346,false,6757,12505,Baugruppe
"=""0400""",Signatursystem Schiff,9100,false,11790,12505,Baugruppe
"=""0400""",Allgemeine Richtlinien,9561,false,9100,12505,Baugruppe
"=""0401""",Voruntersuchungen,9095,false,9561,12505,Baugruppe
"=""0402""",Bedrohungsanalyse zum Signaturkonzept,12238,false,9561,12505,Baugruppe
"=""0403""",Signaturkonzept,9292,false,9561,12505,Baugruppe
"=""0410""",Schiffsschwingungen,8277,false,9100,12505,Baugruppe
"=""0411""",Vorschriften/Anforderungen,7918,false,8277,12505,Baugruppe
"=""0412""",Propellererregte Schwingungen,10739,false,8277,12505,Baugruppe
"=""0413""",Maschinenerregte Schwingungen,10263,false,8277,12505,Baugruppe
"=""0414""",Seegangserregte Schwingungen,7173,false,8277,12505,Baugruppe
"=""0415""",Überlagerte Schwingungen,7146,false,8277,12505,Baugruppe
"=""0419""",Prüfungen und Nachweise,11248,false,8277,12505,Baugruppe
"=""0420""",Magnetischer Schiffsschutz,9958,false,9100,12505,Baugruppe
"=""0421""",Vorschriften/Anforderungen,11010,false,9958,12505,Baugruppe
"=""0422""",Amagnetische Bauweise,9375,false,9958,12505,Baugruppe
"=""0423""","Magnetischer Eigenschutz, MES- Anlage",9895,false,9958,12505,Baugruppe
"=""0424""","Elektrische Signatur (ELF, UEP)",7645,false,9958,12505,Baugruppe
"=""0429""",Prüfungen und Nachweise,8143,false,9958,12505,Baugruppe
"=""0430""",Hydrodynamischer Druck,9174,false,9100,12505,Baugruppe
"=""0431""",Vorschriften/Anforderungen,11864,false,9174,12505,Baugruppe
"=""0432""",Simulationsberechnungen,10645,false,9174,12505,Baugruppe
"=""0433""",Modellversuche,12504,false,9174,12505,Baugruppe
"=""0434""",Technische Maßnahmen zur Verringerung der Drucksignatur,7814,false,9174,12505,Baugruppe
"=""0439""",Prüfungen und Nachweise,8541,false,9174,12505,Baugruppe
"=""0440""",Seismik,8485,false,9100,12505,Baugruppe
"=""0441""",Vorschriften/Anforderungen,11650,false,8485,12505,Baugruppe
"=""0442""",Simulationsberechnungen,11709,false,8485,12505,Baugruppe
"=""0443""",Versuche zur Ausbreitung der seismischen Signatur,11061,false,8485,12505,Baugruppe
"=""0449""",Prüfungen und Nachweise,9771,false,8485,12505,Baugruppe
"=""0450""",Geräuschminderung und Zielmaß,8808,false,9100,12505,Baugruppe
"=""0451""","Höchstwerte für Geräuschpegel (Luft-, Körper-, Wasserschall)",12187,false,8808,12505,Baugruppe
"=""0452""",Berücksichtigung d. Geräusche bei Planung und Entwurf,7615,false,8808,12505,Baugruppe
"=""0453""",Dämmtypen,11452,false,8808,12505,Baugruppe
"=""0456""",Sonar-Zielmaß,6556,false,8808,12505,Baugruppe
"=""0459""",Prüfungen und Nachweise,8562,false,8808,12505,Baugruppe
"=""0460""",Minderung der Radar-Reflexion,7895,false,9100,12505,Baugruppe
"=""0461""",Vorschriften/Anforderungen,11540,false,7895,12505,Baugruppe
"=""0462""",Maßnahmen zur Minderung an Schiffswänden und Aufbauten,8571,false,7895,12505,Baugruppe
"=""0463""",Maßnahmen zur Minderung an Anlagen/Geräten HBA 5 - 8,9842,false,7895,12505,Baugruppe
"=""0466""",Radar-Zielmaß,6914,false,7895,12505,Baugruppe
"=""0469""",Prüfungen und Nachweise,7500,false,7895,12505,Baugruppe
"=""0470""",Minderung der Infrarotstrahlung,6806,false,9100,12505,Baugruppe
"=""0471""",Vorschriften/Anforderungen,11595,false,6806,12505,Baugruppe
"=""0472""",Voruntersuchungen,10557,false,6806,12505,Baugruppe
"=""0473""",Signatur-Reduzierung der Silhouette,12271,false,6806,12505,Baugruppe
"=""0474""",Vermeidung von Hot Spots,8970,false,6806,12505,Baugruppe
"=""0475""",Kühlung der Abgase und heißen Metallteile,8190,false,6806,12505,Baugruppe
"=""0476""",Vermeidung sekundärer Aufheizung,6656,false,6806,12505,Baugruppe
"=""0477""",Vermeidung von Sonnenreflexen,12252,false,6806,12505,Baugruppe
"=""0478""",Reduzierung der Sonnenaufheizung,10822,false,6806,12505,Baugruppe
"=""0479""",Prüfungen und Nachweise,7128,false,6806,12505,Baugruppe
"=""0480""",Strahlenschutz,8308,false,9100,12505,Baugruppe
"=""0481""",Strahlenschutz gegen ionisierende Strahlen,10695,false,8308,12505,Baugruppe
"=""0482""",Strahlenschutz gegen HF Strahlen,9398,false,8308,12505,Baugruppe
"=""0483""",Strahlenschutz gegen Wärmestrahlen,12174,false,8308,12505,Baugruppe
"=""0484""",Schutzzonen gegen Radareinstrahlung,9251,false,8308,12505,Baugruppe
"=""0490""",Andere physikalische Felder,10685,false,9100,12505,Baugruppe
"=""0491""",Vorschriften/Anforderungen,10452,false,10685,12505,Baugruppe
"=""0492""",Technische Maßnahmen,7449,false,10685,12505,Baugruppe
"=""0493""",Elektromagnetischer Puls (EMP),8061,false,10685,12505,Baugruppe
"=""0495""",Underwater Electric Potential (UEP),12439,false,10685,12505,Baugruppe
"=""0499""",Prüfungen und Nachweise,7746,false,10685,12505,Baugruppe
"=""0500""","Messen, Meßgeräte",11724,false,11790,12505,Baugruppe
"=""0500""",Messmethoden und allgemeine Vorschriften,10138,false,11724,12505,Baugruppe
"=""0501""",Voruntersuchungen,8068,false,10138,12505,Baugruppe
"=""0510""",Messung mechanischer Größen,7114,false,11724,12505,Baugruppe
"=""0511""","Zeiten, Längen, Gewichte, Räume",9294,false,7114,12505,Baugruppe
"=""0512""","Drücke, Geschwingigkeit von Flüssigkeiten und Gasen",8505,false,7114,12505,Baugruppe
"=""0513""","Kräfte, Momente, Drehzahlen, Arbeit, Leistung",7003,false,7114,12505,Baugruppe
"=""0520""",Messung elektrischer und elektromagnetische Größen,7786,false,11724,12505,Baugruppe
"=""0521""",Messverfahren für elektrische Werte,6620,false,7786,12505,Baugruppe
"=""0522""",Messverfahren für elektromagnetische Werte,10400,false,7786,12505,Baugruppe
"=""0530""",Messung wärmetechnischer Größen,10722,false,11724,12505,Baugruppe
"=""0531""",Wärmeverlust - Ermittlungen,10307,false,10722,12505,Baugruppe
"=""0540""",Alkoholmessgeräte,8810,false,11724,12505,Baugruppe
"=""0550""","Spannungs- und Dehnungsm., Ansprengversuche",9012,false,11724,12505,Baugruppe
"=""0556""",Druckversuche (Modell),6930,false,9012,12505,Baugruppe
"=""0557""",Druckversuche (Uboot),6856,false,9012,12505,Baugruppe
"=""0558""","Ansprengversuche, Modell",11472,false,9012,12505,Baugruppe
"=""0559""",Ansprengversuche,11637,false,9012,12505,Baugruppe
"=""0560""","Messung von Werkst., Verbrauchsst., Korrosionsmess",9396,false,11724,12505,Baugruppe
"=""0570""","Hydro- und aerodyn. Messungen, Bewegungsgrößen",9522,false,11724,12505,Baugruppe
"=""0571""","Modellversuche Widerstand, Propulsion",7988,false,9522,12505,Baugruppe
"=""0572""","Widerstand, Propulsion",7336,false,9522,12505,Baugruppe
"=""0574""",Propeller,10003,false,9522,12505,Baugruppe
"=""0575""",Modellversuche Planar Motion,8700,false,9522,12505,Baugruppe
"=""0576""",Planar Motion,8102,false,9522,12505,Baugruppe
"=""0577""",Modellversuche Aerodynamik,9284,false,9522,12505,Baugruppe
"=""0578""",Aerodynamik,6869,false,9522,12505,Baugruppe
"=""0580""",Messung magnetischer Größen,9445,false,11724,12505,Baugruppe
"=""0581""","Modellrechnung, magnetische Werte",9590,false,9445,12505,Baugruppe
"=""0582""",Maßnahmen zur Minderung magnetischer Werte,11742,false,9445,12505,Baugruppe
"=""0583""",Messung magnetischer Werte,11880,false,9445,12505,Baugruppe
"=""0590""",Messgeräte für den BA 0500,6696,false,11724,12505,Baugruppe
"=""0600""","Qualitätssicherung (QS), Erprobungen und Versuche",10250,false,11790,12505,Baugruppe
"=""0600""","Planung QS, Qualitätslenkung",11938,false,10250,12505,Baugruppe
"=""0601""",QS Aufbauorganisation,8469,false,11938,12505,Baugruppe
"=""0602""",QS Ablauforganisation,11122,false,11938,12505,Baugruppe
"=""0603""",Plan der Leistungsnachweise,8030,false,11938,12505,Baugruppe
"=""0604""",Prüfspezifikationen,11586,false,11938,12505,Baugruppe
"=""0605""",Qualitätslenkung,9589,false,11938,12505,Baugruppe
"=""0610""",Prüfungen und Nachweise,10541,false,10250,12505,Baugruppe
"=""0611""",Grundregeln für Leistungsnachweise,10454,false,10541,12505,Baugruppe
"=""0612""",Musterprüfung,9961,false,10541,12505,Baugruppe
"=""0613""",Softwareprüfung,8790,false,10541,12505,Baugruppe
"=""0614""",Werksprüfung,10753,false,10541,12505,Baugruppe
"=""0615""",Installations- und Integrationsprüfung,12442,false,10541,12505,Baugruppe
"=""0616""",Funktionsnachweis,9286,false,10541,12505,Baugruppe
"=""0617""",Firmeninterne Prüfungen,11629,false,10541,12505,Baugruppe
"=""0618""",GL-Prüfungen,11217,false,10541,12505,Baugruppe
"=""0620""",Erprobungen und Versuche,8123,false,10250,12505,Baugruppe
"=""0621""",Erprobungen,9709,false,8123,12505,Baugruppe
"=""0622""",Fahr- und Betriebstests,10617,false,8123,12505,Baugruppe
"=""0623""",Truppenversuche,8746,false,8123,12505,Baugruppe
"=""0624""",Firmenversuche,11228,false,8123,12505,Baugruppe
"=""0625""",Landtestanlage,7710,false,8123,12505,Baugruppe
"=""0626""","Wissenschaftliche Untersuchungen, Studien",12148,false,8123,12505,Baugruppe
"=""0630""",Stabilitätsnachweise,11934,false,10250,12505,Baugruppe
"=""0631""",Krängungsversuch,11917,false,11934,12505,Baugruppe
"=""0632""",Tiefgangsnachweis,11961,false,11934,12505,Baugruppe
"=""0633""",Schlingerversuch,11098,false,11934,12505,Baugruppe
