Baugruppennummer,Primary Text,id,isHeading,parentBinding,module,Artifact Type
"=""4730""",Kälteanlagen für Ladungskühlung,10741,false,12385,12505,Baugruppe
"=""4731""",Verdichter,7966,false,10741,12505,Baugruppe
"=""4732""",Verflüssiger,10126,false,10741,12505,Baugruppe
"=""4733""",Verdampfer,11616,false,10741,12505,Baugruppe
"=""4734""",Regeleinrichtungen,9109,false,10741,12505,Baugruppe
"=""4735""",Kältemittelleitungen und Armaturen,6626,false,10741,12505,Baugruppe
"=""4736""",Kühlwasserpumpen,9578,false,10741,12505,Baugruppe
"=""4737""",Kühlwasserleitungen und Armaturen,8554,false,10741,12505,Baugruppe
"=""4739""",E Ausrüstung (Motoren gehören zu den Aggregaten),8423,false,10741,12505,Baugruppe
"=""4740""",Kälteanlagen für sonstige Zwecke,11728,false,12385,12505,Baugruppe
"=""4741""",Verdichter,6836,false,11728,12505,Baugruppe
"=""4742""",Verflüssiger,8639,false,11728,12505,Baugruppe
"=""4743""",Verdampfer,9837,false,11728,12505,Baugruppe
"=""4744""",Regeleinrichtungen,11541,false,11728,12505,Baugruppe
"=""4745""",Kältemittelleitungen und Armaturen,9225,false,11728,12505,Baugruppe
"=""4746""",Kühlwasserpumpen,10048,false,11728,12505,Baugruppe
"=""4747""",Kühlwasserleitungen und Armaturen,9976,false,11728,12505,Baugruppe
"=""4749""",E Ausrüstung (Motoren gehören zu den Aggregaten),11005,false,11728,12505,Baugruppe
"=""4750""","Kühlschränke, Tiefkühltruhen und -schränke",9982,false,12385,12505,Baugruppe
"=""4751""",Kühlschränke (Wirtschaftsräume),6977,false,9982,12505,Baugruppe
"=""4752""",Kühlschr. für Schiffssanitätseinrichtungen,8905,false,9982,12505,Baugruppe
"=""4753""",Tiefkühltruhen,11040,false,9982,12505,Baugruppe
"=""4754""",Tiefkühlschränke,10576,false,9982,12505,Baugruppe
"=""4755""",Kühlschränke (Wohnräume),10938,false,9982,12505,Baugruppe
"=""4756""",Würfeleisbereiter,10440,false,9982,12505,Baugruppe
"=""4757""",Verflüssigersatz für Kühlgeräte,8791,false,9982,12505,Baugruppe
"=""4760""",Kälteanlagen für Luftkühlung (direkte Verdampfung),9789,false,12385,12505,Baugruppe
"=""4761""",Verdichter,11101,false,9789,12505,Baugruppe
"=""4762""",Verflüssiger,10681,false,9789,12505,Baugruppe
"=""4763""",Verdampfer/Wärmetauscher,10013,false,9789,12505,Baugruppe
"=""4764""",Regeleinrichtungen,9371,false,9789,12505,Baugruppe
"=""4765""",Kältemittelleitungen und Armaturen,8016,false,9789,12505,Baugruppe
"=""4766""",Kühlwasserpumpen,7745,false,9789,12505,Baugruppe
"=""4767""",Kühlwasserleitungen und Armaturen,9977,false,9789,12505,Baugruppe
"=""4769""",E Ausrüstung (Motoren gehören zu den Aggregaten),12111,false,9789,12505,Baugruppe
"=""4770""",Kaltwassersätze,9594,false,12385,12505,Baugruppe
"=""4771""",Kaltwassersatz kompl.,8091,false,9594,12505,Baugruppe
"=""4772""","Kolben-, Turbo- und Schraubenverdichter",8640,false,9594,12505,Baugruppe
"=""4773""",Verflüssiger,6814,false,9594,12505,Baugruppe
"=""4774""",Verdampfer,9345,false,9594,12505,Baugruppe
"=""4775""",Regeleinrichtungen,12152,false,9594,12505,Baugruppe
"=""4776""",Kältemittelleitungen und Armaturen,6734,false,9594,12505,Baugruppe
"=""4777""",Kühlwasserpumpen,9582,false,9594,12505,Baugruppe
"=""4778""",Kühlwasserleitungen und Armaturen,7249,false,9594,12505,Baugruppe
"=""4779""",E Ausrüstung (Motoren gehören zu den Aggregaten),12407,false,9594,12505,Baugruppe
"=""4790""","Zubehör, Ein- und Ausbau",9388,false,12385,12505,Baugruppe
"=""4791""","Betriebsfüllung, Art und Umfang",8809,false,9388,12505,Baugruppe
"=""4792""",Pflegeeinrichtung und -mittel,7359,false,9388,12505,Baugruppe
"=""4793""",Schutz- und Sicherheitseinrichtungen,9942,false,9388,12505,Baugruppe
"=""4795""",Konservierung,7174,false,9388,12505,Baugruppe
"=""4796""",Verbindungselemente und dämpfende Unterlagen,10503,false,9388,12505,Baugruppe
"=""4797""",Halterungen,8422,false,9388,12505,Baugruppe
"=""4798""",Ein- und Ausbauvorrichtungen,11673,false,9388,12505,Baugruppe
"=""4799""",Ein- und Ausbau an Bord,9849,false,9388,12505,Baugruppe
"=""4800""","Wirtschafts-, Taucher- und Atemlufteinrichtungen",8046,false,9003,12505,Baugruppe
"=""4800""",Grundforderungen,11641,false,8046,12505,Baugruppe
"=""4801""",Grundforderungen zu 4810,9631,false,11641,12505,Baugruppe
"=""4802""",Grundforderungen zu 4820,11164,false,11641,12505,Baugruppe
"=""4803""",Grundforderungen zu 4830,11575,false,11641,12505,Baugruppe
"=""4804""",Grundforderungen zu 4840,10312,false,11641,12505,Baugruppe
"=""4805""",Grundforderungen zu 4850,12117,false,11641,12505,Baugruppe
"=""4806""",Grundforderungen zu 4860,12198,false,11641,12505,Baugruppe
"=""4807""",Grundforderungen zu 4870,8084,false,11641,12505,Baugruppe
"=""4808""",Grundforderungen zu 4880,11727,false,11641,12505,Baugruppe
"=""4809""",Grundforderungen zu 4890,7968,false,11641,12505,Baugruppe
"=""4810""",Koch- und Brateinrichtungen,10997,false,8046,12505,Baugruppe
"=""4812""",Ölherd,11757,false,10997,12505,Baugruppe
"=""4813""",Friteuse,11394,false,10997,12505,Baugruppe
"=""4814""",Elektroherd,7873,false,10997,12505,Baugruppe
"=""4815""",Elektrokippbratpfanne,10386,false,10997,12505,Baugruppe
"=""4816""",Mikrowellenherd/Mikrowelle,6893,false,10997,12505,Baugruppe
"=""4817""",Elektrokochkessel,9136,false,10997,12505,Baugruppe
"=""4818""",Elektro- Heißumluftdämpfer,11605,false,10997,12505,Baugruppe
"=""4819""",E Ausrüstung,7570,false,10997,12505,Baugruppe
"=""4820""",Backeinrichtungen,6911,false,8046,12505,Baugruppe
"=""4821""",Elektro-Etagenbackofen,9543,false,6911,12505,Baugruppe
"=""4822""",Teigknetmaschine,11573,false,6911,12505,Baugruppe
"=""4829""",E Ausrüstung,11497,false,6911,12505,Baugruppe
"=""4830""",Wirtschaftsmaschinen und -einrichtungen,10898,false,8046,12505,Baugruppe
"=""4831""",Kartoffelwasch- und Kartoffelschälmaschine,7211,false,10898,12505,Baugruppe
"=""4832""",Geschirrwasch- und Spülmaschine,12369,false,10898,12505,Baugruppe
"=""4833""",Universalküchenmaschine mit Montageuntersatz,9800,false,10898,12505,Baugruppe
"=""4834""",Warmausgabegerät,8528,false,10898,12505,Baugruppe
"=""4835""",Elektro-Fleischwaren- und Brotschneidemaschine,6962,false,10898,12505,Baugruppe
"=""4836""",Elektrische Warmanrichte,11049,false,10898,12505,Baugruppe
"=""4837""",Kaffee- und Teebrühanlagen,11973,false,10898,12505,Baugruppe
"=""4838""",Speiseeisbereiter,7286,false,10898,12505,Baugruppe
"=""4839""",E Ausrüstung,8438,false,10898,12505,Baugruppe
"=""4840""",Wäschereieinrichtungen,8927,false,8046,12505,Baugruppe
"=""4841""",Waschmaschinen,9414,false,8927,12505,Baugruppe
"=""4842""",Trockner,7086,false,8927,12505,Baugruppe
"=""4843""",Mangel- und Bügeleinrichtungen,8337,false,8927,12505,Baugruppe
"=""4844""",Schleudern,9882,false,8927,12505,Baugruppe
"=""4849""",E Ausrüstung,7180,false,8927,12505,Baugruppe
"=""4850""",Steuerluftanlage,8371,false,8046,12505,Baugruppe
"=""4851""",Steuerluftverdichter,9267,false,8371,12505,Baugruppe
"=""4852""",Steuerluftaufbereitung/Trockner,7226,false,8371,12505,Baugruppe
"=""4853""",Druckbehälter Steuerluft,10199,false,8371,12505,Baugruppe
"=""4854""",Druckminderer/Armaturen,7100,false,8371,12505,Baugruppe
"=""4856""",Notabblaseeinrichtungen,7643,false,8371,12505,Baugruppe
"=""4858""",Rohrleitungen,8171,false,8371,12505,Baugruppe
"=""4860""",Tauchereinrichtungen,7852,false,8046,12505,Baugruppe
"=""4862""",Taucherdruckkammer,8297,false,7852,12505,Baugruppe
"=""4863""",Taucherhilfseinrichtungen,9156,false,7852,12505,Baugruppe
"=""4865""",Elektrische Unterwasser Schweiß- und Schneidanlage,11838,false,7852,12505,Baugruppe
"=""4866""",Unterwasser-Fernsehanlagen,11071,false,7852,12505,Baugruppe
"=""4868""",Rohrleitungen und Armaturen,8519,false,7852,12505,Baugruppe
"=""4869""",E Ausrüstung,11998,false,7852,12505,Baugruppe
"=""4870""",Atemlufteinrichtung für Tauchereinsatz und Schiffssicherung,8506,false,8046,12505,Baugruppe
"=""4871""",Atemluftverdichter,12188,false,8506,12505,Baugruppe
"=""4872""",Atemluftaufbereitung,7142,false,8506,12505,Baugruppe
"=""4873""",Atemluftqualitätsüberwachungseinrichtung,8212,false,8506,12505,Baugruppe
"=""4874""",Atemluftfüll-Leiste,10686,false,8506,12505,Baugruppe
"=""4875""",Druckgasbehälterkühlung/Kühlwanne,11125,false,8506,12505,Baugruppe
"=""4880""",Atemnotluftanlagen (Uboote),11772,false,8046,12505,Baugruppe
"=""4881""",Atemluft-/Atemgasbefülleinrichtung,11951,false,11772,12505,Baugruppe
"=""4882""",Atemluft-/Atemgaslagerung,10472,false,11772,12505,Baugruppe
"=""4884""",Atemluftkupplungen,8006,false,11772,12505,Baugruppe
"=""4888""",Rohrleitungen und Armaturen,10416,false,11772,12505,Baugruppe
"=""4890""",Zubehör und Ein- sowie Ausbau,11875,false,8046,12505,Baugruppe
"=""4891""","Betriebsfüllung, Art und Umfang",7764,false,11875,12505,Baugruppe
"=""4892""",Pflegeeinrichtungen und -mittel,10985,false,11875,12505,Baugruppe
"=""4893""",Schutz- und Sicherheitseinrichtungen,8313,false,11875,12505,Baugruppe
"=""4895""",Konservierung,11940,false,11875,12505,Baugruppe
"=""4896""",Verbindungselemente und dämpfende Unterlagen,10744,false,11875,12505,Baugruppe
"=""4897""",Halterungen,11214,false,11875,12505,Baugruppe
"=""4898""",Ein- und Ausbauvorrichtungen,11568,false,11875,12505,Baugruppe
"=""4899""",Ein- und Ausbau an Bord,11408,false,11875,12505,Baugruppe
"=""4900""",Einrichtungen für Bordhubschrauber und Flugdrohnen,9380,false,9003,12505,Baugruppe
"=""4900""",Gesamtübersicht,11431,false,9380,12505,Baugruppe
"=""4901""",Allgemeines,11630,false,11431,12505,Baugruppe
"=""4910""",Grundforderungen,11212,false,9380,12505,Baugruppe
"=""4911""",Allgemeine Richtlinien,7234,false,11212,12505,Baugruppe
"=""4912""",Einteilung in Stufen und Klassen,12138,false,11212,12505,Baugruppe
"=""4913""",Einsatzgrenzen des Flugbetriebes,11829,false,11212,12505,Baugruppe
"=""4915""",Avionik Fluggerät/Einsatzsystem Schiff,7715,false,11212,12505,Baugruppe
"=""4920""",Sicherungs- und Verfahranlage,10602,false,9380,12505,Baugruppe
"=""4921""",Allgemeine Richtlinien,7280,false,10602,12505,Baugruppe
"=""4922""",Vollautomatische Anlage,11321,false,10602,12505,Baugruppe
"=""4923""",Halbautomatische oder manuelle Anlage,11117,false,10602,12505,Baugruppe
"=""4930""",Hangar mit Ausrüstung,6883,false,9380,12505,Baugruppe
"=""4931""",Allgemeine Richtlinien,10082,false,6883,12505,Baugruppe
"=""4932""",Hangarauslegung,6941,false,6883,12505,Baugruppe
"=""4933""",Hangartor,8538,false,6883,12505,Baugruppe
"=""4934""","Lagerräume, Lagerplätze für ET/AT",9751,false,6883,12505,Baugruppe
"=""4936""",Ausrüstung,10858,false,6883,12505,Baugruppe
"=""4940""",Spezielle Räume für Flugbetrieb,12355,false,9380,12505,Baugruppe
"=""4941""",Allgemeine Richtlinien,7653,false,12355,12505,Baugruppe
"=""4942""",Briefingraum,9163,false,12355,12505,Baugruppe
"=""4943""",R+S- Raum,6650,false,12355,12505,Baugruppe
"=""4944""",Flugbetriebskontrollraum,12377,false,12355,12505,Baugruppe
"=""4945""",FDO-Stand,11944,false,12355,12505,Baugruppe
"=""4946""",Fluggerätewerkstätten,8744,false,12355,12505,Baugruppe
"=""4948""","POL- Last, Fluggerät",7371,false,12355,12505,Baugruppe
"=""4950""",Flugdeck mit Ausrüstung,10852,false,9380,12505,Baugruppe
"=""4951""",Allgemeine Richtlinien,11937,false,10852,12505,Baugruppe
"=""4952""","Flugdeckauslegung, Landefläche",8332,false,10852,12505,Baugruppe
"=""4953""",Landegrid,9715,false,10852,12505,Baugruppe
"=""4954""",Klappgeländer,12458,false,10852,12505,Baugruppe
"=""4956""",Sonarluke,6839,false,10852,12505,Baugruppe
"=""4957""",VERTREP- Fläche,7233,false,10852,12505,Baugruppe
"=""4958""",Abwinschfläche,10042,false,10852,12505,Baugruppe
"=""4959""",Flugdecksmarkierung,6759,false,10852,12505,Baugruppe
"=""4960""",Flugbetriebseinrichtungen,8408,false,9380,12505,Baugruppe
"=""4961""",Allgemeine Richtlinien,9244,false,8408,12505,Baugruppe
"=""4962""","Elektronische Start-, Anflug- und Landehilfen",10221,false,8408,12505,Baugruppe
"=""4963""",Optische Start- und Landehilfen,11301,false,8408,12505,Baugruppe
"=""4964""",BHS-Leitstandseinrichtung,8619,false,8408,12505,Baugruppe
"=""4965""",Kommunikationseinrichtungen,11954,false,8408,12505,Baugruppe
"=""4967""",Automatische Start- und Landeeinrichtungen,8634,false,8408,12505,Baugruppe
"=""4969""",Aerostateinrichtung,7083,false,8408,12505,Baugruppe
"=""4970""",Unterstützungs- und Serviceeinrichtungen,11956,false,9380,12505,Baugruppe
"=""4971""",E-Versorgung für Start und Service Fluggerät,9139,false,11956,12505,Baugruppe
"=""4972""",Wartungs- und Instandsetzungseinrichtungen,10217,false,11956,12505,Baugruppe
"=""4973""","Bodendienstgeräte, Prüfgeräte und Sonderwerkzeuge (BPS)",7059,false,11956,12505,Baugruppe
"=""4974""",Einsatzunterstützungsanlage Fluggerät,8059,false,11956,12505,Baugruppe
"=""4975""",Be- und Enttankungseinrichtungen,8072,false,11956,12505,Baugruppe
"=""4977""",Versorgungseinrichtungen,12428,false,11956,12505,Baugruppe
"=""4980""",Sicherungs- und Sicherheitseinrichtungen,7979,false,9380,12505,Baugruppe
"=""4981""",Sonderfeuerlöschanlagen,11849,false,7979,12505,Baugruppe
"=""4982""",Einrichtungen zur Personenrettung,7092,false,7979,12505,Baugruppe
"=""4983""",Alarmanlagen,9924,false,7979,12505,Baugruppe
"=""4984""",Schiffssicherungs- und Bergegeräte für Fluggerät,11499,false,7979,12505,Baugruppe
"=""4985""",Erdungseinrichtungen,11649,false,7979,12505,Baugruppe
"=""4986""",Enteisungseinrichtungen,11567,false,7979,12505,Baugruppe
"=""4987""",Verzurreinrichtungen,10525,false,7979,12505,Baugruppe
"=""4990""",Allgemeines,8110,false,9380,12505,Baugruppe
"=""4991""",Flugdrohne,11456,false,8110,12505,Baugruppe
"=""4992""",Aerostat,7157,false,8110,12505,Baugruppe
"=""5000""","Fernmelde-, Navigations-, Ortungs- und EloKa Anlagen",9508,false,"",12505,Baugruppe
"=""5000""",Planung und allgemeine Richtlinien,11537,false,9508,12505,Baugruppe
"=""5010""",Baurichtlinien EMV,7486,false,11537,12505,Baugruppe
"=""5011""",Schutz gegen (N)EMP und Blitzschlag,12241,false,7486,12505,Baugruppe
"=""5012""",Elektromagnetische Verträglichkeit,8250,false,7486,12505,Baugruppe
"=""5013""",Amagnetische Bauweise,8200,false,7486,12505,Baugruppe
"=""5014""",Geräuschminderung,6841,false,7486,12505,Baugruppe
"=""5020""",Bauelemente,7094,false,11537,12505,Baugruppe
"=""5041""",Kabellisten,11842,false,7094,12505,Baugruppe
"=""5046""",Einrichtungen,10727,false,7094,12505,Baugruppe
"=""5060""",Prüfungen und Nachweise,6751,false,11537,12505,Baugruppe
"=""5061""",Musterprüfung,8747,false,6751,12505,Baugruppe
"=""5062""",Softwareprüfung,7836,false,6751,12505,Baugruppe
"=""5063""",Werksprüfung,9449,false,6751,12505,Baugruppe
"=""5064""",Installations- und Integrationsprüfung,6700,false,6751,12505,Baugruppe
"=""5065""",Funktionsnachweis,10298,false,6751,12505,Baugruppe
"=""5066""",Fahr- und Betriebstest,9304,false,6751,12505,Baugruppe
"=""5067""",Firmeninterne Prüfungen,10601,false,6751,12505,Baugruppe
"=""5068""",Truppenversuch,8590,false,6751,12505,Baugruppe
"=""5070""","Zeichnungen, Gesamtpläne",9829,false,11537,12505,Baugruppe
"=""5071""",Geräteanordnungsplan,9750,false,9829,12505,Baugruppe
"=""5072""",Aufmasspläne,11788,false,9829,12505,Baugruppe
"=""5075""",Antennenplan,10891,false,9829,12505,Baugruppe
"=""5097""",Halterungen,8045,false,9829,12505,Baugruppe
"=""5100""",Funk-Nachrichtenanlagen,7261,false,9508,12505,Baugruppe
"=""5100""",Grundforderungen,12455,false,7261,12505,Baugruppe
"=""5101""",Grundforderungen zu 5110,12018,false,12455,12505,Baugruppe
"=""5102""",Grundforderungen zu 5120,10056,false,12455,12505,Baugruppe
"=""5103""",Grundforderungen zu 5130,7025,false,12455,12505,Baugruppe
"=""5104""",Grundforderungen zu 5140,9592,false,12455,12505,Baugruppe
"=""5105""",Grundforderungen zu 5150,8906,false,12455,12505,Baugruppe
"=""5106""",Grundforderungen zu 5160,10235,false,12455,12505,Baugruppe
"=""5107""",Grundforderungen zu 5170,8024,false,12455,12505,Baugruppe
"=""5108""",Grundforderungen zu 5180,12031,false,12455,12505,Baugruppe
"=""5109""",Grundforderungen zu 5190,7427,false,12455,12505,Baugruppe
"=""5110""",Funk-Sendeanlagen,7994,false,7261,12505,Baugruppe
"=""5111""","Funksendeanlage, VLF/MSK",10157,false,7994,12505,Baugruppe
"=""5112""","Funksendeanlage, LF",8324,false,7994,12505,Baugruppe
"=""5113""","Funksendeanlage, MF",10457,false,7994,12505,Baugruppe
"=""5114""","Funksendeanlage, HF",10239,false,7994,12505,Baugruppe
"=""5115""","Funksendeanlage, VHF",8064,false,7994,12505,Baugruppe
"=""5116""","Funksendeanlage, UHF",7271,false,7994,12505,Baugruppe
"=""5120""",Funkempfangsanlagen,8981,false,7261,12505,Baugruppe
"=""5121""","Funkempfangsanlage, VLF/LF/MF/HF",9120,false,8981,12505,Baugruppe
"=""5122""","Funkempfangsanlage, VLF",11693,false,8981,12505,Baugruppe
"=""5123""","Funkempfangsanlage, LF",11981,false,8981,12505,Baugruppe
"=""5124""","Funkempfangsanlage, MF",8412,false,8981,12505,Baugruppe
"=""5125""","Funkempfangsanlage, HF",10445,false,8981,12505,Baugruppe
"=""5126""","Funkempfangsanlage, VHF",8737,false,8981,12505,Baugruppe
"=""5127""","Funkempfangsanlage, UHF",11030,false,8981,12505,Baugruppe
"=""5130""",Funk- Sendeempfangsanlagen,9722,false,7261,12505,Baugruppe
"=""5131""",Funkgerätesatz LF/MF/HF,10234,false,9722,12505,Baugruppe
"=""5132""",Funkgerätesatz HF,9266,false,9722,12505,Baugruppe
"=""5133""",Funkgerätesatz VHF,11841,false,9722,12505,Baugruppe
"=""5134""",Funkgerätesatz UHF,8117,false,9722,12505,Baugruppe
"=""5135""",Funksprechanlagen (SHF),12050,false,9722,12505,Baugruppe
"=""5136""",Funkgerätesatz EHF,9612,false,9722,12505,Baugruppe
"=""5137""",UHF-SATCOM,9984,false,9722,12505,Baugruppe
"=""5138""",Funkgerätesatz UHF Data Link,9201,false,9722,12505,Baugruppe
"=""5139""",Funksprechanlagen SATCOM INMARSAT/UHF,10169,false,9722,12505,Baugruppe
"=""5140""",Funkantennen und zugehörige Nebengeräte,11388,false,7261,12505,Baugruppe
"=""5141""",Sendeantennen,11144,false,11388,12505,Baugruppe
"=""5142""",Sende- und Empfangsantennen,8125,false,11388,12505,Baugruppe
"=""5143""",Empfangsantennen,11797,false,11388,12505,Baugruppe
"=""5144""",Spezialantennen,10582,false,11388,12505,Baugruppe
"=""5145""",Intelligente Antennen,8361,false,11388,12505,Baugruppe
"=""5146""",Kunstantenne,9791,false,11388,12505,Baugruppe
"=""5147""",Antennenanpassgerät,8928,false,11388,12505,Baugruppe
"=""5148""",Antennenmultikoppler,9813,false,11388,12505,Baugruppe
"=""5149""",Antennenverstärker,8725,false,11388,12505,Baugruppe
"=""5150""",Nebengeräte für Funksende- und -empfangsanlagen,10748,false,7261,12505,Baugruppe
"=""5151""",Fernbedienungsgeräte für FM Anlagen,8221,false,10748,12505,Baugruppe
"=""5152""",Arbeitsplätze,10703,false,10748,12505,Baugruppe
"=""5153""",Management- und Steuerungssysteme,6673,false,10748,12505,Baugruppe
"=""5154""",Modem,8853,false,10748,12505,Baugruppe
"=""5156""",Kurzsignalempfangsanlage,6583,false,10748,12505,Baugruppe
"=""5158""",Funkvermittlungen,11192,false,10748,12505,Baugruppe
"=""5159""",Sonstige Ergänzungs- und Adaptionsgeräte,6789,false,10748,12505,Baugruppe
"=""5160""",Funk-Sonderbetriebsgeräte,12501,false,7261,12505,Baugruppe
"=""5161""","Morseschnellgeber, Lochstreifenumsetzer, Zeichenumsetzer",11860,false,12501,12505,Baugruppe
"=""5162""","Betr. Mittel allgemeine wie Morsetaste, Kopfhörer, Mikrofon und dgl.",8298,false,12501,12505,Baugruppe
"=""5163""",MSK- Modulator/ Demudolator,12229,false,12501,12505,Baugruppe
"=""5164""",Krypto- Einrichtungen (s. auch 1014),8799,false,12501,12505,Baugruppe
"=""5165""",Tonbandgerät,10846,false,12501,12505,Baugruppe
"=""5166""",Funkbojen,7443,false,12501,12505,Baugruppe
"=""5167""",ISB Modulator,8138,false,12501,12505,Baugruppe
"=""5169""",Mess- und Kontrolleinrichtungen,9447,false,12501,12505,Baugruppe
"=""5180""",Ausfahrmasten von Antennen Uboot,9931,false,7261,12505,Baugruppe
"=""5181""","Ausfahrmast UHF Antenne, VHF Antenne",7148,false,9931,12505,Baugruppe
"=""5182""","Antrieb Ausfahrmast UHF Antenne, VHF Antenne",7600,false,9931,12505,Baugruppe
"=""5183""","Ausfahrbare Stabantenne, Funk",9968,false,9931,12505,Baugruppe
"=""5184""",Antrieb ausfahrbare Stabantenne Funk,8262,false,9931,12505,Baugruppe
"=""5185""","UHF Antennen, VHF Antennen",8759,false,9931,12505,Baugruppe
"=""5186""",Sehrohrantenne,10167,false,9931,12505,Baugruppe
"=""5187""",Sonarbojen-Warnantenne,8392,false,9931,12505,Baugruppe
"=""5188""",Ausfahrgeräte-Schalttafel und Bedienungsgeräte,10957,false,9931,12505,Baugruppe
"=""5189""",Sonstige Ergänzungsgeräte,11765,false,9931,12505,Baugruppe
"=""5190""","Zubehör, Einbau und Ausbau",7798,false,7261,12505,Baugruppe
"=""5191""","Betriebsfüllungen, Art und Umfang",7954,false,7798,12505,Baugruppe
"=""5192""",Pflegeeinrichtungen und -mittel,6849,false,7798,12505,Baugruppe
"=""5193""",Schutz- und Sicherheitseinrichtungen,6616,false,7798,12505,Baugruppe
"=""5194""",Fernmeldearbeitsplätze und Einbaugestelle,8174,false,7798,12505,Baugruppe
"=""5195""",Konservierung,11062,false,7798,12505,Baugruppe
"=""5196""","Verbindungselemente, dämpfende Unterlagen",10522,false,7798,12505,Baugruppe
"=""5197""",Halterungen,10455,false,7798,12505,Baugruppe
"=""5198""",Ein- und Ausbauvorrichtungen,11483,false,7798,12505,Baugruppe
"=""5199""",Ein- und Ausbau an Bord,12381,false,7798,12505,Baugruppe
"=""5200""",Funk- Navigations- und Funk-Ortungsanlagen,10730,false,9508,12505,Baugruppe
"=""5200""",Grundforderungen,11002,false,10730,12505,Baugruppe
"=""5201""",Grundforderungen zu 5210,8815,false,11002,12505,Baugruppe
"=""5202""",Grundforderungen zu 5220,8768,false,11002,12505,Baugruppe
"=""5203""",Grundforderungen zu 5230,8234,false,11002,12505,Baugruppe
"=""5204""",Grundforderungen zu 5240,11022,false,11002,12505,Baugruppe
"=""5205""",Grundforderungen zu 5250,11493,false,11002,12505,Baugruppe
"=""5206""",Grundforderungen zu 5260,9289,false,11002,12505,Baugruppe
"=""5207""",Grundforderungen zu 5270,12321,false,11002,12505,Baugruppe
"=""5208""",Grundforderungen zu 5280,7947,false,11002,12505,Baugruppe
"=""5209""",Grundforderungen zu 5290,9072,false,11002,12505,Baugruppe
"=""5210""",Funk-Navigationsanlagen,12360,false,10730,12505,Baugruppe
"=""5212""",Funk-Navigationsanlage Sydelis,8395,false,12360,12505,Baugruppe
"=""5213""",Wegschreiber,8650,false,12360,12505,Baugruppe
"=""5214""",Funk-Navigationsgeräte Loran,7641,false,12360,12505,Baugruppe
"=""5215""",Ausbildungsanlage,10633,false,12360,12505,Baugruppe
"=""5216""",Funk- Satelliten- Nav.-Anlagen,7314,false,12360,12505,Baugruppe
"=""5218""",TACAN Anlagen,8391,false,12360,12505,Baugruppe
"=""5219""",Spezialantennen und Verstärker,12166,false,12360,12505,Baugruppe
"=""5220""",Funk-Peilanlagen,10408,false,10730,12505,Baugruppe
"=""5221""",Funkpeiler,6711,false,10408,12505,Baugruppe
"=""5222""",Funkpeil- und Suchgeräte,12202,false,10408,12505,Baugruppe
"=""5223""",Funkpeilempfänger und Längswellenzusatz,6669,false,10408,12505,Baugruppe
"=""5224""",Funk-Peil-Vermessungsanlage,6821,false,10408,12505,Baugruppe
"=""5228""",Funkfeuer,8577,false,10408,12505,Baugruppe
"=""5229""",Spezialantennen und Verstärker,10556,false,10408,12505,Baugruppe
"=""5230""",Radaranlagen (außer 6120),9239,false,10730,12505,Baugruppe
"=""5231""",Luftraumüberwachungsradar,6691,false,9239,12505,Baugruppe
"=""5232""",Multifunktionsradar,10937,false,9239,12505,Baugruppe
"=""5233""",Seeraumüberwachungsradar,10561,false,9239,12505,Baugruppe
"=""5234""",Navigationsradar,8638,false,9239,12505,Baugruppe
"=""5235""",Tieffliegererfassungsradar,10332,false,9239,12505,Baugruppe
"=""5236""",Minenabwurfbeobachtungsradar,9723,false,9239,12505,Baugruppe
"=""5237""",Küstenfeldüberwachungsradar,7800,false,9239,12505,Baugruppe
"=""5238""",Transporteinrichtungen,12173,false,9239,12505,Baugruppe
"=""5239""",Spezialantennen,7624,false,9239,12505,Baugruppe
"=""5240""",Radar-Kennanlagen,9596,false,10730,12505,Baugruppe
"=""5241""","Radar-Kenngeräte, Abfragegeräte/Antwort",9036,false,9596,12505,Baugruppe
"=""5242""","Radar-Kenngeräte, Antwortgeräte",11747,false,9596,12505,Baugruppe
"=""5243""",Radar-Warnanlage,11993,false,9596,12505,Baugruppe
"=""5244""","Radar-Kenngeräte, Ortungsunterstützung z.B. VESTA",6655,false,9596,12505,Baugruppe
"=""5245""",Aufzeichnungsgeräte,9357,false,9596,12505,Baugruppe
"=""5246""",Analysiergeräte,6725,false,9596,12505,Baugruppe
"=""5247""",Energieversorgung für Kenngeräte,9736,false,9596,12505,Baugruppe
"=""5248""",Sonstige Ergänzungsgeräte,10820,false,9596,12505,Baugruppe
"=""5249""",Spezialantennen,12449,false,9596,12505,Baugruppe
"=""5250""",Nebenger. und AuswerteAnlage für Funk- Nav.- und Ort. -Anlage,12161,false,10730,12505,Baugruppe
"=""5251""",Radar-Synchronisierungsgeräte,9979,false,12161,12505,Baugruppe
"=""5252""",Radar-Tochtersichtgeräte,11137,false,12161,12505,Baugruppe
"=""5253""",Zusatzausrüstung für Radar-Sichtgeräte,11879,false,12161,12505,Baugruppe
"=""5256""",Rechner für Funk- OrtungsAnlage,9922,false,12161,12505,Baugruppe
"=""5258""",Messmittel und Kontrolleinrichtungen,9637,false,12161,12505,Baugruppe
"=""5259""",Sonstige Ergänzungsgeräte,8530,false,12161,12505,Baugruppe
"=""5270""",Energieversorgung ab Schalttafel im Betriebsraum,12284,false,10730,12505,Baugruppe
"=""5271""",Spezialumformer,6572,false,12284,12505,Baugruppe
"=""5274""",Spezialgleichrichter,11407,false,12284,12505,Baugruppe
